<tab:migpuma>
            0.011724	            0.011471	            0.010284	            0.009976
            0.273186	            0.252999	            0.341353	            0.326633
            0.010698	            0.010034	            0.010807	            0.010168
         9999.000000	         9999.000000	         9999.000000	         9999.000000
         9999.000000	         9999.000000	         9999.000000	         9999.000000
         9999.000000	         9999.000000	         9999.000000	         9999.000000
         9999.000000	         9999.000000	           -0.024247	           -0.025387
         9999.000000	         9999.000000	            0.229404	            0.216149
         9999.000000	         9999.000000	            0.020170	            0.020522
            0.046111	            0.067985	            0.046211	            0.068095
            0.119586	            0.119586	            0.118737	            0.118737
        24769.000000	        24769.000000	        24769.000000	        24769.000000
            1.201069	           11.318882	            1.395823	           11.212497
