<tab:targetpop_in_nowt>
            0.008587	            0.015341	            0.012508	            0.004541	            0.015105	            0.006631	            0.013148	            0.015984	            0.019893	            0.008355	            0.014063	            0.011526	            0.006750	            0.016206	            0.009590	            0.010237	            0.011014	            0.014995
            0.308813	            0.158414	            0.290187	            0.700895	            0.344004	            0.722760	            0.257245	            0.282453	            0.219588	            0.313867	            0.176133	            0.316233	            0.550582	            0.291564	            0.596233	            0.375627	            0.442717	            0.342296
            0.008436	            0.010874	            0.011823	            0.011821	            0.015958	            0.018688	            0.011602	            0.014866	            0.016197	            0.008294	            0.010393	            0.011498	            0.011307	            0.015361	            0.018097	            0.011551	            0.014345	            0.015785
         9999.000000	         9999.000000	         9999.000000	         9999.000000	         9999.000000	         9999.000000	         9999.000000	         9999.000000	         9999.000000	           -0.001771	            0.005088	            0.010068	            0.039086	            0.075308	            0.054222	           -0.016258	           -0.033138	           -0.031014
         9999.000000	         9999.000000	         9999.000000	         9999.000000	         9999.000000	         9999.000000	         9999.000000	         9999.000000	         9999.000000	            0.941511	            0.901715	            0.812606	            0.349903	            0.120055	            0.243396	            0.559632	            0.482124	            0.535013
         9999.000000	         9999.000000	         9999.000000	         9999.000000	         9999.000000	         9999.000000	         9999.000000	         9999.000000	         9999.000000	            0.024143	            0.041198	            0.042466	            0.041805	            0.048422	            0.046465	            0.027863	            0.047134	            0.049980
            0.062984	            0.082653	            0.089182	            0.095173	            0.133160	            0.145169	            0.078735	            0.093008	            0.091683	            0.084775	            0.105166	            0.112416	            0.118306	            0.158465	            0.173231	            0.100291	            0.114803	            0.114743
            0.119586	            0.121878	            0.126432	            0.114552	            0.119739	            0.129226	            0.123280	            0.121166	            0.121011	            0.118737	            0.121107	            0.125737	            0.113834	            0.118559	            0.128259	            0.122280	            0.120673	            0.120394
        24769.000000	        15662.000000	        13581.000000	        12642.000000	         7228.000000	         6140.000000	        11919.000000	         8247.000000	         7250.000000	        24769.000000	        15662.000000	        13581.000000	        12642.000000	         7228.000000	         6140.000000	        11919.000000	         8247.000000	         7250.000000
            1.036058	            1.990431	            1.119242	            0.147575	            0.895911	            0.125906	            1.284318	            1.156099	            1.508480	           21.630926	           14.725269	           13.526102	           10.492499	            6.871217	            9.337311	           14.874671	           11.496708	           11.156793
