<tab:targetpop_migpuma>
            0.011724	            0.025573	            0.020488	            0.031888	            0.057036	            0.048301	            0.007531	            0.016311	            0.020184	            0.009976	            0.022422	            0.017819	            0.030437	            0.055316	            0.051494	            0.009953	            0.019166	            0.022886
            0.273186	            0.041815	            0.113674	            0.040997	            0.003563	            0.025552	            0.472443	            0.268845	            0.191714	            0.326633	            0.055177	            0.143636	            0.043551	            0.004073	            0.015000	            0.316335	            0.147262	            0.091734
            0.010698	            0.012558	            0.012947	            0.015596	            0.019545	            0.021611	            0.010481	            0.014748	            0.015456	            0.010168	            0.011688	            0.012181	            0.015072	            0.019234	            0.021148	            0.009932	            0.013220	            0.013566
         9999.000000	         9999.000000	         9999.000000	         9999.000000	         9999.000000	         9999.000000	         9999.000000	         9999.000000	         9999.000000	         9999.000000	         9999.000000	         9999.000000	         9999.000000	         9999.000000	         9999.000000	         9999.000000	         9999.000000	         9999.000000
         9999.000000	         9999.000000	         9999.000000	         9999.000000	         9999.000000	         9999.000000	         9999.000000	         9999.000000	         9999.000000	         9999.000000	         9999.000000	         9999.000000	         9999.000000	         9999.000000	         9999.000000	         9999.000000	         9999.000000	         9999.000000
         9999.000000	         9999.000000	         9999.000000	         9999.000000	         9999.000000	         9999.000000	         9999.000000	         9999.000000	         9999.000000	         9999.000000	         9999.000000	         9999.000000	         9999.000000	         9999.000000	         9999.000000	         9999.000000	         9999.000000	         9999.000000
         9999.000000	         9999.000000	         9999.000000	         9999.000000	         9999.000000	         9999.000000	         9999.000000	         9999.000000	         9999.000000	           -0.025387	           -0.016201	           -0.010716	           -0.004303	            0.034088	            0.043280	           -0.035641	           -0.055058	           -0.044547
         9999.000000	         9999.000000	         9999.000000	         9999.000000	         9999.000000	         9999.000000	         9999.000000	         9999.000000	         9999.000000	            0.216149	            0.628679	            0.753844	            0.887744	            0.376136	            0.289228	            0.337625	            0.182327	            0.314371
         9999.000000	         9999.000000	         9999.000000	         9999.000000	         9999.000000	         9999.000000	         9999.000000	         9999.000000	         9999.000000	            0.020522	            0.033497	            0.034169	            0.030480	            0.038507	            0.040825	            0.037164	            0.041273	            0.044268
            0.046111	            0.060589	            0.063909	            0.075174	            0.106405	            0.106574	            0.056367	            0.070020	            0.071652	            0.068095	            0.083551	            0.089672	            0.102611	            0.137789	            0.147582	            0.081782	            0.101421	            0.103320
            0.119586	            0.121878	            0.126432	            0.114552	            0.119739	            0.129226	            0.143021	            0.144697	            0.148098	            0.118737	            0.121107	            0.125737	            0.113834	            0.118559	            0.128259	            0.142417	            0.143769	            0.147177
        24769.000000	        15662.000000	        13581.000000	        12642.000000	         7228.000000	         6140.000000	        20977.000000	        13566.000000	        12407.000000	        24769.000000	        15662.000000	        13581.000000	        12642.000000	         7228.000000	         6140.000000	        20977.000000	        13566.000000	        12407.000000
            1.201069	            4.146736	            2.504199	            4.180332	            8.515824	            4.995065	            0.516380	            1.223191	            1.705403	           11.212497	            7.792365	            7.330825	            6.845568	            4.977485	           10.723920	            6.494971	            5.028304	            4.450128
