<tab:targetpop_out_wwt>
           -0.003801	            0.001711	           -0.005235	            0.003661	           -0.013474	           -0.009937	           -0.001785	            0.002208	            0.002856	            0.015221	           -0.013549	           -0.011270
            0.744610	            0.888490	            0.843809	            0.905036	            0.368902	            0.534632	            0.880271	            0.859534	            0.913764	            0.608360	            0.416889	            0.525142
            0.011665	            0.012199	            0.026565	            0.030682	            0.014990	            0.015997	            0.011850	            0.012478	            0.026366	            0.029697	            0.016683	            0.017730
         9999.000000	         9999.000000	         9999.000000	         9999.000000	         9999.000000	         9999.000000	           -0.006234	           -0.005991	            0.001530	            0.013805	           -0.001115	           -0.004421
         9999.000000	         9999.000000	         9999.000000	         9999.000000	         9999.000000	         9999.000000	            0.680574	            0.706741	            0.957290	            0.584824	            0.958070	            0.850458
         9999.000000	         9999.000000	         9999.000000	         9999.000000	         9999.000000	         9999.000000	            0.015141	            0.015920	            0.028571	            0.025260	            0.021197	            0.023445
            0.775929	            0.789859	            0.810675	            0.841182	            0.774607	            0.774271	            0.777682	            0.791862	            0.812768	            0.843402	            0.777131	            0.777355
            0.156577	            0.162439	            0.151918	            0.164081	            0.162345	            0.163543	            0.159395	            0.165838	            0.152878	            0.165510	            0.166861	            0.168505
        10194.000000	         8816.000000	         4562.000000	         3842.000000	         5433.000000	         4795.000000	        10194.000000	         8816.000000	         4562.000000	         3842.000000	         5433.000000	         4795.000000
            0.106145	            0.019666	            0.038833	            0.014239	            0.808007	            0.385837	            2.777766	            2.037242	            0.877115	            0.983066	            2.084513	            1.937705
