<tab:targetpop_out_nowt>
            0.001614	            0.001176	            0.001407	           -0.004746	           -0.010803	           -0.014906	            0.003503	            0.003609	            0.005992	            0.001668	            0.001258	            0.001237	           -0.004183	           -0.010015	           -0.013510	            0.003731	            0.003106	            0.005217
            0.794769	            0.882455	            0.881842	            0.666659	            0.450860	            0.391447	            0.660650	            0.658839	            0.517570	            0.791761	            0.875547	            0.896096	            0.705339	            0.483042	            0.425970	            0.641739	            0.709779	            0.582908
            0.006203	            0.007951	            0.009466	            0.011016	            0.014324	            0.017387	            0.007977	            0.008172	            0.009257	            0.006316	            0.008033	            0.009473	            0.011061	            0.014275	            0.016964	            0.008018	            0.008343	            0.009498
         9999.000000	         9999.000000	         9999.000000	         9999.000000	         9999.000000	         9999.000000	         9999.000000	         9999.000000	         9999.000000	           -0.002208	           -0.002958	           -0.007103	           -0.008219	            0.005041	            0.004922	           -0.000085	           -0.007713	           -0.012713
         9999.000000	         9999.000000	         9999.000000	         9999.000000	         9999.000000	         9999.000000	         9999.000000	         9999.000000	         9999.000000	            0.823916	            0.811021	            0.553063	            0.676980	            0.848657	            0.843406	            0.993969	            0.558175	            0.354608
         9999.000000	         9999.000000	         9999.000000	         9999.000000	         9999.000000	         9999.000000	         9999.000000	         9999.000000	         9999.000000	            0.009923	            0.012368	            0.011972	            0.019726	            0.026409	            0.024911	            0.011212	            0.013170	            0.013729
            0.626641	            0.655676	            0.675371	            0.634278	            0.665756	            0.695221	            0.649204	            0.687079	            0.696484	            0.627782	            0.656943	            0.676818	            0.635949	            0.667337	            0.696814	            0.650181	            0.688325	            0.697709
            0.137139	            0.143484	            0.149031	            0.130469	            0.141566	            0.152857	            0.143807	            0.146032	            0.147438	            0.139152	            0.145721	            0.151756	            0.131488	            0.142305	            0.153995	            0.146993	            0.149544	            0.151331
        22240.000000	        13970.000000	        12044.000000	        11232.000000	         6317.000000	         5328.000000	        10783.000000	         7448.000000	         6532.000000	        22240.000000	        13970.000000	        12044.000000	        11232.000000	         6317.000000	         5328.000000	        10783.000000	         7448.000000	         6532.000000
            0.067676	            0.021867	            0.022098	            0.185586	            0.568786	            0.734923	            0.192806	            0.195028	            0.418983	            6.281100	            3.567703	            2.766968	            2.294573	            1.567501	            1.469879	            3.139418	            2.112000	            1.897869
