<tab:targetpop_in_wwt>
            0.020017	            0.032257	            0.067672	            0.060990	            0.020558	            0.035952	            0.014480	            0.029940	            0.070673	            0.055357	            0.022049	            0.045978
            0.576515	            0.372938	            0.250073	            0.365734	            0.587597	            0.389462	            0.666280	            0.391063	            0.210198	            0.404976	            0.543314	            0.258432
            0.035837	            0.036196	            0.058816	            0.067410	            0.037897	            0.041760	            0.033571	            0.034901	            0.056380	            0.066455	            0.036266	            0.040665
         9999.000000	         9999.000000	         9999.000000	         9999.000000	         9999.000000	         9999.000000	           -0.029614	           -0.024327	            0.021748	            0.026090	           -0.088989	           -0.105217
         9999.000000	         9999.000000	         9999.000000	         9999.000000	         9999.000000	         9999.000000	            0.539060	            0.644176	            0.726610	            0.700545	            0.122889	            0.078886
         9999.000000	         9999.000000	         9999.000000	         9999.000000	         9999.000000	         9999.000000	            0.048206	            0.052663	            0.062191	            0.067825	            0.057643	            0.059825
            0.084478	            0.090901	            0.212538	            0.215365	            0.083766	            0.082270	            0.109799	            0.119839	            0.250055	            0.262618	            0.121419	            0.125170
            0.128057	            0.132957	            0.124418	            0.134286	            0.128449	            0.128364	            0.127294	            0.132296	            0.123127	            0.133253	            0.128084	            0.127855
        11102.000000	         9643.000000	         5086.000000	         4311.000000	         5833.000000	         5146.000000	        11102.000000	         9643.000000	         5086.000000	         4311.000000	         5833.000000	         5146.000000
            0.311989	            0.794174	            1.323821	            0.818607	            0.294262	            0.741182	            5.713411	            5.746977	            7.613114	            6.249537	            8.781598	            9.513218
