<tab:extyear>
           -0.002073	           -0.001670	           -0.000900	           -0.000593
            0.733888	            0.787539	            0.883020	            0.924304
            0.006097	            0.006195	            0.006113	            0.006242
           -0.000907	            0.000672	           -0.003177	           -0.001387
            0.941163	            0.958107	            0.789893	            0.911626
            0.012285	            0.012797	            0.011922	            0.012493
         9999.000000	         9999.000000	            0.012435	            0.011449
         9999.000000	         9999.000000	            0.485149	            0.520171
         9999.000000	         9999.000000	            0.017810	            0.017799
            0.025328	            0.031692	            0.025470	            0.031812
            0.033253	            0.033253	            0.033266	            0.033266
        19565.000000	        19565.000000	        19565.000000	        19565.000000
            0.069178	            2.401401	            0.212403	            2.315002
