<tab:targetpop_in_nowt>
            0.030506	            0.028933	            0.061582	            0.044521	            0.022341	            0.034722	            0.028810	            0.027175	            0.059931	            0.042082	            0.019366	            0.031999
            0.125897	            0.166792	            0.128950	            0.365002	            0.319082	            0.159098	            0.143288	            0.191626	            0.145119	            0.400983	            0.377777	            0.187643
            0.019922	            0.020916	            0.040531	            0.049125	            0.022411	            0.024637	            0.019674	            0.020802	            0.041105	            0.050085	            0.021947	            0.024266
         9999.000000	         9999.000000	         9999.000000	         9999.000000	         9999.000000	         9999.000000	           -0.008858	           -0.009077	            0.050524	            0.014280	           -0.039523	           -0.036814
         9999.000000	         9999.000000	         9999.000000	         9999.000000	         9999.000000	         9999.000000	            0.844695	            0.843821	            0.342232	            0.770784	            0.465514	            0.516112
         9999.000000	         9999.000000	         9999.000000	         9999.000000	         9999.000000	         9999.000000	            0.045213	            0.046065	            0.053174	            0.049001	            0.054133	            0.056669
            0.074253	            0.079295	            0.129855	            0.138550	            0.088109	            0.085322	            0.077535	            0.082437	            0.135374	            0.144565	            0.092483	            0.089411
            0.122144	            0.127063	            0.117663	            0.126433	            0.123683	            0.124851	            0.121018	            0.126070	            0.115772	            0.124878	            0.123090	            0.124138
         9003.000000	         7890.000000	         3789.000000	         3251.000000	         5106.000000	         4521.000000	         9003.000000	         7890.000000	         3789.000000	         3251.000000	         5106.000000	         4521.000000
            2.344802	            1.913394	            2.308536	            0.821346	            0.993774	            1.986300	           11.341331	           11.190568	            8.429879	            7.706463	           10.707788	            9.906321
