<tab:diffyear>
            0.037310	            0.038063	            0.037299	            0.035352
            0.009582	            0.007220	            0.022203	            0.025519
            0.014389	            0.014154	            0.016293	            0.015812
         9999.000000	         9999.000000	         9999.000000	         9999.000000
         9999.000000	         9999.000000	         9999.000000	         9999.000000
         9999.000000	         9999.000000	         9999.000000	         9999.000000
         9999.000000	         9999.000000	           -0.038429	           -0.057343
         9999.000000	         9999.000000	            0.464312	            0.310465
         9999.000000	         9999.000000	            0.052502	            0.056518
            0.051543	            0.069935	            0.045426	            0.062819
            0.253707	            0.253707	            0.241449	            0.241449
        24830.000000	        24830.000000	        16956.000000	        16956.000000
            6.723203	           38.908368	            3.219971	            5.560982
